Entity_ID,Default,Transaction_Variance,Supplier_Latency_Norm,Login_Frequency,Total_Revenue,Debt_Ratio,Geo_Location_Score
ENT_0024,0,0.28631156277445236,0.07464259080986478,0.8857993456089027,0.6868850230756249,0.0882961659462834,0.06764328949737264
ENT_0025,0,0.2811109991143195,0.13313107974465363,0.6725186112323897,0.8166738592721032,0.24410177303058292,0.7217981913191236
ENT_0026,0,0.0610350707903847,0.12014470559158967,0.8846976082255337,0.6774337253253608,0.4390072915554298,0.5554928619618247
ENT_0027,0,0.45152751104606403,0.034178175976125866,0.6741521655905516,0.6758496013243874,0.2674877862398538,0.8200237129568554
ENT_0028,0,0.37906444609225476,0.032803803175403594,0.7606471168759973,0.750542120221215,0.3691398953203361,0.20577308947418138
ENT_0029,0,0.21028046838540124,0.07061461248200523,0.8924066595519226,0.4866583035828509,0.30072224257677843,0.5415296219335746
ENT_0030,0,0.13977302595441443,0.1201751895385923,0.6944304920020935,0.48885729109050247,0.27887218679341197,0.6141713873506498
ENT_0031,0,0.2847561613803552,0.09073620402787407,0.8975804733466404,0.6699093972329189,0.20193201544309758,0.07429779332681508
ENT_0032,0,0.25866976994143964,0.051175812827200566,0.8829491236507052,0.9882222951012045,0.42597384469709,0.738940683875285
ENT_0033,0,0.2855668948563229,0.09640926316962485,0.7593573989934586,0.29184935494660397,0.11185981743863524,0.3890294352144792
ENT_0034,1,0.6129812130551666,0.3009161397691983,0.0,1.0,0.8350743216041213,0.12891408937917825
ENT_0035,1,0.7960558855877733,0.4548082013493179,0.16523558444806924,0.3545696758492122,0.6671462909874376,0.38706493329050873
ENT_0036,0,0.39473056993918065,0.0999862550866857,0.9653414789878025,0.8061694160987489,0.18536311537903377,0.09830148571663955
ENT_0037,0,0.3068103205128646,0.06756942396072614,1.0,0.6102752171360362,0.06654939750614938,0.8879958730374661
ENT_0038,0,0.1450344501090059,0.0949092719356564,0.7638048467448033,0.36613403063699096,0.0,0.45675990071564243
ENT_0039,0,0.3862562852712452,0.14908573630954342,0.8967432476041095,0.6158186993732776,0.39994119089280383,0.13802806205380302
ENT_0040,0,0.41406145634882874,0.05485182950601445,0.7043648112015687,0.25340535742336817,0.41004234176841664,0.2520956777277602
ENT_0041,0,0.5652056734512085,0.10346618241569137,0.6450778385737703,0.725783412174835,0.24836546690670805,0.7246491033662454
ENT_0042,0,0.13765059667604018,0.07981031631003353,0.7706810513920358,0.5381783967093816,0.10934574661344437,0.7860881671751591
ENT_0043,0,0.2742882013150275,0.10468251752643831,0.5956099580375807,0.5835935000909139,0.278085444107865,0.041316395167162456
ENT_0044,1,0.9999994888841285,0.1794438675197689,0.46932547224020377,0.4975800475149044,0.6001942568907959,0.05988020739054556
ENT_0045,0,0.3053149156379209,0.08885010499130212,0.8887148898981603,0.6411377834752218,0.10960546255614603,0.9171851712224569
ENT_0046,0,0.19517997018332273,0.13872449745417337,0.7229526476826743,0.4917480852537777,0.4587261629508533,0.330982227889448
ENT_0047,0,0.44234457948249534,0.03648298427102796,0.9065771130682793,0.8067225675292942,0.045715649007073755,0.19332386746836805
ENT_0048,0,0.1725385029981418,0.016863078167079246,0.8449117907026231,0.7593865129278107,0.1294524509942779,0.12305763170323791
ENT_0049,0,0.08108169620327382,0.018760555108985118,1.0,0.24514316155514704,0.3163915514625782,0.47595747808411504
ENT_0050,0,0.20287362592974803,0.024800206823323883,0.8786505928364069,0.5539514657054803,0.4421478800572656,0.7710526944379391
ENT_0051,1,0.726802544015875,0.485025261285599,0.08697462069948586,0.24810466911673104,0.4461242495502312,0.5211177675544634
ENT_0052,0,0.325109945450731,0.013040349040060054,0.860282699469132,0.3463883801609155,0.4487634778220242,0.020673679623888552
ENT_0053,1,0.7471022543592246,0.3619817852732931,0.030917265123333815,0.5242043698082615,0.7154768448733444,0.48390496599414956
ENT_0054,1,0.7652445080300136,0.4087337924802488,0.4317655554280806,0.2603347119430177,0.8866778143296878,0.31165707722893754
ENT_0055,0,0.04221881801438032,0.10416628636076301,0.9003196198797897,0.571445670210718,0.20676180995189666,0.6828591701719823
ENT_0056,1,0.9882670764360167,0.42033025877393376,0.2658467461691266,0.659933666997287,0.662250175116289,0.5235089683929264
ENT_0057,0,0.4143378155804534,0.09287951992108863,0.8308481998894577,0.6740350905639655,0.5045256029546312,0.9653371499344201
ENT_0058,0,0.28606478914357947,0.08869059982021174,0.8807343967745624,0.7356693770638063,0.4396234589636384,0.5981641540368875
ENT_0059,0,0.1636506395035066,0.07212128555592402,0.6992939720810173,1.0,0.3918841025661151,0.6324809661065655
ENT_0060,0,0.2468796511060916,0.07279159740060433,0.6929300800791953,0.5638051471003697,0.5087957485267804,0.5202307733585855
ENT_0061,0,0.2518016872044447,0.19510470507118136,1.0,0.31031650504489766,0.3512956732689669,0.3110054872914795
ENT_0062,0,0.29726303458434056,0.12379887852989838,1.0,0.49922126191369637,0.2969203176286192,0.6306031579174604
ENT_0063,0,0.11331416367191735,0.20736587920894048,0.6606676312384752,0.7694119842763313,0.4088282198998235,0.3329116332384875
ENT_0064,0,0.3092567273847331,0.058485176687308266,0.6996508351340445,0.4454709619739383,0.3716369507102353,0.7173481476344775
ENT_0065,0,0.0,0.07908500348892596,0.9713784229256217,0.30357448010900384,0.43279366825021126,0.23684643730412136
ENT_0066,0,0.18701154476361898,0.016727045069500963,0.8800279989713595,0.44963646274238595,0.2802095503840243,0.36766136831172136
ENT_0067,0,0.20117261575484552,0.042854993228854714,0.9014642157981384,0.4933268164501371,0.43638754712473526,0.5836483265428065
ENT_0068,0,0.3133326826071239,0.17842899076645838,0.9344901942279586,0.3834660904070687,0.4286424698214393,0.6284917023884552
ENT_0069,0,0.2522630852676869,0.057231618841245516,0.7638901757383887,0.6434953028232875,0.3320023914017095,0.6686128612581496
ENT_0070,1,0.5552511090496646,0.3729726799791433,0.44524203095239623,0.7753833652705684,0.812854656803488,0.7003164687135485
ENT_0071,0,0.15150068741829847,0.021165220299338813,0.8378288226047138,0.7579410481637594,0.4860936477886417,0.31830637722377364
ENT_0072,0,0.26986800095474067,0.03065988162966949,0.671226259963181,0.5108280330148821,0.11855138084873565,0.8925764076347728
ENT_0073,0,0.24209326581354437,0.06627177228216227,0.8472636414823557,0.7116129537137004,0.15634413408239328,0.029933608254474553
ENT_0074,0,0.19208758903642537,0.08014583724937444,0.9856566044224502,0.5015458411952668,0.32520342714410805,0.18842993801833352
ENT_0075,0,0.20191662104880206,0.1294876979558398,0.7498800141734958,0.37407752763825275,0.0,0.07014081956761054
ENT_0076,0,0.31961679971592893,0.10587185419264664,0.8228853873111401,0.4913961729508134,0.5314439001260247,0.6715369723857042
ENT_0077,0,0.19823074271307853,0.06251757046613195,0.8310063374016284,0.27634656218994047,0.30220383591791367,0.2736652364752271
ENT_0078,0,0.24119087559709268,0.07666754300742802,0.7573003174347095,0.9576431279965958,0.5309224863939863,0.19915350725387082
ENT_0079,0,0.4669936588080543,0.06738018734409833,0.9015351856541537,0.6284999495572005,0.5706050399339597,0.4806674875736381
ENT_0080,0,0.10763173631160769,0.03760064656704684,0.6979901553117519,0.4409186219339074,0.27677529879049434,0.619047521747136
ENT_0081,1,0.5946593915931908,0.3850369500720031,0.0,0.48182287063709495,0.5323499357153556,0.619246089253789
ENT_0082,0,0.3283589664798607,0.1347275279050038,0.8939308342448369,0.10990720335198606,0.14098328592146292,0.5574525294462371
ENT_0083,0,0.18213569387058967,0.0,0.6594847098990658,0.8868706450143635,0.3649945683320595,0.9919863600197273
ENT_0084,0,0.21817624722573797,0.16420126820558606,1.0,0.8673096088428467,0.22899155253923684,0.8602147771551125
ENT_0085,0,0.17188436218688857,0.06618362205322173,0.8252152191892393,0.6215083808320193,0.40447288526954217,0.23886020511652073
ENT_0086,0,0.22401998592324873,0.04470790301372533,0.6915578724147423,0.6638924592126813,0.43238602606126747,0.7587162596515795
ENT_0087,0,0.40985381120963416,0.1203212978681968,0.9656831787486787,0.3464646446148679,0.27601381481285303,0.5692972219797887
ENT_0088,0,0.33021284586181193,0.1575941625406892,0.8742007279172038,0.3610060209478965,0.38172320086796946,0.0705190488424079
ENT_0089,1,0.7481963956630218,0.7819617220084685,0.5367553972968203,0.09077532753104639,0.8493700135928434,0.04958108492272184
ENT_0090,0,0.10837729442073543,0.10842593580132788,0.721150952413422,0.5677863828452818,0.3281730202924424,0.7996190528452413
ENT_0091,0,0.13488462634471307,0.13767650781942511,0.8418646005832315,0.8122070809731865,0.6808560477820422,0.5449906896759358
ENT_0092,0,0.0,0.0,0.4760649983536012,0.5233570742595309,0.2794292063840186,0.5713248888545308
ENT_0093,0,0.1690619178917246,0.05724180625892592,0.8127605128081091,0.6695391660355234,0.5483784417405497,0.33626905487276426
ENT_0094,0,0.34567031863856584,0.0377748303320911,0.823696905905789,0.7957667789787132,0.4718086899998296,0.9303480711250127
ENT_0095,0,0.3016946515748371,0.14456526989409207,0.6224762176436267,0.2751798644043923,0.02101568324828279,0.7133477822503708
ENT_0096,0,0.22784867370478762,0.064159432387139,0.8405967329389946,0.9691130850758553,0.5239460111893636,0.9277724952392585
ENT_0097,0,0.2477699716281947,0.1256036611724361,0.801119575868755,0.8314640774862535,0.4610917489468121,0.09926725741591202
ENT_0098,0,0.18111144574245944,0.11012618045776522,0.6213058841172479,0.7027785435520852,0.317121887815992,0.5837293493614354
ENT_0099,0,0.27047588824017843,0.04021798652514928,0.9379340820294239,0.7848189061072145,0.355331023411124,0.6375272498276152
ENT_0100,0,0.3265878279480615,0.05398542283451911,0.9256780692151708,0.7942152606550139,0.37391863925808505,0.12599332275927766
ENT_0101,0,0.08841132125895271,0.14802421787406964,0.7565394369721459,0.6585279773179624,0.5062962965105721,0.34626498810368045
ENT_0102,0,0.27996476878373483,0.044559200899112666,0.7702128014912265,0.8856555905785138,0.23803851987123822,0.214804347198167
ENT_0103,0,0.3432434870954667,0.0895767138431073,0.9089395906393019,0.5094679302765093,0.5379003631519472,0.9844589755824147
ENT_0104,0,0.20848997110366305,0.04420626901701108,0.7699005285332291,0.6923622410390796,0.1373911895240665,0.5434151911519908
ENT_0105,1,0.9417421421189229,0.48903452964364763,0.5036262968369433,0.17172356557638901,0.7494774654081717,0.31526091297902825
ENT_0106,0,0.5314654444472553,0.08102523613483474,0.8730404836099892,0.06176004878815777,0.3890228732649455,0.6644966520453187
ENT_0107,0,0.2395657207013108,0.04419000781845876,0.6780111018892238,0.6875926691948315,0.4888539286914074,0.6595476204252423
ENT_0108,0,0.2893307050005324,0.03531098563413925,0.741523541837361,0.7449209956886709,0.27306249288752815,0.34733037594251437
ENT_0109,0,0.17619429163386086,0.09764700017220544,1.0,0.25831172682311143,0.0,0.9939228589844206
ENT_0110,0,0.268125116260205,0.04109646289377453,0.7799032288986804,0.6563640172033167,0.0763589535721117,0.8089615824889931
ENT_0111,0,0.29602716249823036,0.04280045554839971,0.800260240381081,0.4412588039280722,0.3654425757397589,0.4003181697814371
ENT_0112,0,0.2694842340270138,0.0363806761482348,0.8764500913195397,0.6793612563182473,0.29849175717258325,0.6600593442969642
ENT_0113,1,0.4883200667090919,0.481361338905657,0.5183627067308911,0.272512024878359,0.5971302618797637,0.7105396227289024
ENT_0114,0,0.27063617713254506,0.1305184150533254,0.6621203348933326,0.41073436616594133,0.31093865944893584,0.1738165196630881
ENT_0115,0,0.3962195938717637,0.15865976514894667,0.7909552226698439,0.8219327327202902,0.1889117561588563,0.8781591721274831
ENT_0116,1,0.7327573602762236,0.4807917556278005,0.1581706820076955,0.360894458048297,0.5155552489968276,0.8260378099003624
ENT_0117,0,0.3461987189071841,0.1908488729998939,0.8408040344943241,0.6539927588043165,0.45234180888911185,0.7556749307154439
ENT_0118,0,0.22629880299873723,0.033098090297993536,0.843383291137493,0.8628095246968197,0.5026851645812832,0.22267606104312765
ENT_0119,1,0.7346845411662841,0.44085811602839253,0.10062517616942152,0.22199495529132718,0.7943821985104275,0.1362498148074317
ENT_0120,0,0.2779267838216526,0.047248510632561205,0.6236210344119133,0.6016098495945654,0.31011362934492603,0.18054808371023612
ENT_0121,0,0.1549089270312768,0.03978716983983281,0.9470137430296934,0.5009345709913321,0.4168907897477534,0.09301880925796979
ENT_0122,1,0.6317885619144493,0.2866304753103931,0.3366202783765759,0.3859861628657679,0.6123981669619449,0.9402908299681347
ENT_0123,0,0.15083033365596893,0.08071094835087739,0.8739175960885291,1.0,0.4105160112752478,0.8514944495937362
ENT_0124,0,0.1867119725115208,0.11233194188501386,0.7024526907690388,0.6913551768140559,0.2651938978004231,0.09077946687890659
ENT_0125,0,0.2689328307292374,0.11682673522857442,1.0,0.6627185353244412,0.28866364435106384,0.6779707060060214
ENT_0126,0,0.2797244273380124,0.036134082565938926,0.47120257028897033,0.7048174667862921,0.30040146078874685,0.24558735024077627
ENT_0127,0,0.1310767534922871,0.033850368957769904,0.6975099954173261,0.6860519255164932,0.31943848395404806,0.017273653311937087
ENT_0128,1,0.8587244060228748,0.5754697962039091,0.546211580671113,0.33567724626063977,0.9262437638139825,0.2923921375273961
ENT_0129,0,0.3072006278300473,0.07776561321405777,0.7444832594866223,1.0,0.22965274866138857,0.44003006931279354
ENT_0130,0,0.1795271564389116,0.0728255531237896,1.0,0.30712609497227106,0.2373759053042539,0.02003815862086733
ENT_0131,0,0.09624152035508246,0.03582456022984359,0.5732292882982399,0.9465188532052563,0.5170106385221795,0.32372003082781664
ENT_0132,0,0.23550954209185687,0.09681351803649554,0.6331847159077988,0.7236030730044503,0.366703626794215,0.7003526292887589
ENT_0133,0,0.20540562861388398,0.19646177375009924,0.7202542744809538,0.6361558036268943,0.41513335650988487,0.22842845903449238
ENT_0134,0,0.26131404570530226,0.058097560241575766,0.8626098916304794,0.5389030047846717,0.14546242326275857,0.48489297532579867
ENT_0135,1,0.6996321091530375,0.621352548963488,0.39154680851394136,0.36289322866302853,0.8380488296341251,0.8875809130364618
ENT_0136,0,0.049254313925499005,0.11131641184955177,0.7264401121156369,0.7208979120348853,0.4215563619946725,0.028390983208982368
ENT_0137,0,0.21116530616988416,0.055392518746493584,1.0,0.6035376129836798,0.19884455556455577,0.785637145599726
ENT_0138,0,0.2194380888931687,0.11678155741924244,1.0,0.492947459097932,0.39427392921590826,0.3838928236362087
ENT_0139,0,0.3133661024774059,0.04740619799438132,0.7378430351438667,0.46897034625058287,0.2693403720315293,0.5411498910361231
ENT_0140,1,0.9908516937123681,0.33858705821134794,0.3917877909929161,0.0650949684469157,0.16533635531508212,0.23087172766139863
ENT_0141,1,0.7287506052191635,0.49107446388412956,0.19885702768800512,0.1871756637066841,0.5734140309824712,0.5789484606603936
ENT_0142,0,0.058835944934824275,0.052332185879497756,0.8358935172170535,0.7359302095889492,0.47068696912297414,0.7306996495265502
ENT_0143,0,0.38111674978026244,0.05389874835986963,0.8983933433328197,0.4708715265527325,0.31930933333660394,0.20153792967743744
ENT_0144,0,0.2275681029121895,0.05764334569793159,0.809449667836782,0.8009911028891649,0.3676056592903326,0.3432688177663501
ENT_0145,0,0.3359584872343556,0.151970816645777,0.7893637839378863,0.7965174762622573,0.4986883614753139,0.5673789977078711
ENT_0146,0,0.2579801484058733,0.019895782953269162,0.6793186077958877,0.5889128641751615,0.24067694124028247,0.41678099692522386
ENT_0147,0,0.36395555360254694,0.049936249810358095,0.8982469690870758,0.7160604459709954,0.35228723510300014,0.29315287788881084
ENT_0148,0,0.21126380354471888,0.05525030548706203,1.0,0.7260727819053596,0.2420484820203912,0.4516874328968764
ENT_0149,0,0.14013795748221877,0.08254893499548643,0.46746834839966667,0.3075336781710399,0.14723130016361782,0.2908277671805992
ENT_0150,0,0.3920504287271063,0.06977784870099361,0.7883748216818427,0.9463385977307248,0.24080282965740055,0.30187358337478365
ENT_0151,1,0.5765167174398995,0.5127260029356348,0.17601526763708386,0.6767527532861669,0.6738017271648774,0.6106336772932547
ENT_0152,0,0.27215584736242104,0.06334219915355996,0.5764301008919224,0.7391147026831401,0.3638333983037807,0.4770652716716981
ENT_0153,0,0.3734751914044795,0.0783557991740849,0.6305036193823377,0.7447247022105647,0.18417296324063098,0.6770722246435351
ENT_0154,0,0.1468044757905565,0.05192844157934417,0.8569509283526607,0.10209258169291824,0.0904419400511002,0.837444998970784
ENT_0155,1,0.5605702869407734,0.6433824988249851,0.13325654429425376,1.0,0.6717248885355828,0.9429653286288974
ENT_0156,0,0.1910105243537109,0.1293037547710157,1.0,0.7680737640852112,0.40165093051401635,0.15135133078026752
ENT_0157,0,0.23678306443556282,0.07941399834686368,0.8013172320718193,0.6124504918870406,0.25046025007531453,0.6261903451864209
ENT_0158,0,0.25722789653842887,0.0948604126758698,0.5362667555195633,0.737793867267614,0.4054802567010563,0.5823995382612611
ENT_0159,0,0.09997781385530638,0.0,0.7642745686436043,0.6184733122890368,0.1790856089531443,0.8669452562076814
ENT_0160,0,0.1721162957179565,0.062278194725241744,0.5920431391676325,0.845876358760629,0.24415253446182839,0.8958899051158327
ENT_0161,0,0.38510728924131393,0.13357441792122896,0.6189806170366993,0.6228067776888822,0.3610995216206986,0.760502591515349
ENT_0162,0,0.33861911885847956,0.062161504174369456,0.8870838587609744,0.8848178193560952,0.45507027320800597,0.595461829015076
ENT_0163,0,0.24373604226727652,0.04647024951373528,0.8291271358391631,0.40399428455759107,0.24263409641853984,0.19926279978566397
ENT_0164,0,0.27431234585128933,0.19721777963487988,0.8881348393152997,0.574471986104211,0.2106135346598147,0.27663839738933704
ENT_0165,0,0.22057574943635422,0.1742871928431236,0.7463760729092408,0.48132008628359235,0.44737605579333173,0.602767088802969
ENT_0166,0,0.3856583385827982,0.10671207895744118,0.9185794345138034,0.6777272128124531,0.3919029626721505,0.139343764293967
ENT_0167,0,0.2299647422205836,0.1402788639073357,0.7379895652564834,0.5442664110234847,0.3223085250235189,0.18396417341056293
ENT_0168,0,0.2731842092134848,0.0,0.9675024249113371,0.5540971625812726,0.4771678272334941,0.9114322696086902
ENT_0169,0,0.3646030144142065,0.04395576130189801,0.8516958409207314,0.4590467273499506,0.5920508271717101,0.95631200866921
ENT_0170,0,0.17226285151540932,0.05983543967467576,0.7689504694273074,0.5078528966142912,0.35488751677924535,0.0052347049271832535
ENT_0171,0,0.4058789184496894,0.07153432838998602,0.8318139566264146,0.5979445872166645,0.21151923497015038,0.8624819278530844
ENT_0172,0,0.09695385902566231,0.05883613228463521,0.7973208948537623,0.1957309697633654,0.3745963659806289,0.938013574165115
ENT_0173,0,0.41296421311127984,0.0,1.0,0.13964722879376457,0.17700991701708,0.5257394715645294
ENT_0174,0,0.21273244160480254,0.10263456426876133,0.8368156433868184,0.6118291884614965,0.48632441492689454,0.448900508809563
ENT_0175,0,0.22573012521747182,0.11051603974736368,0.7997580991408237,0.04616468695329168,0.1947525849255874,0.918799496321553
ENT_0176,0,0.06099898288170569,0.1634282729128324,0.7642263714423801,0.5613715446383857,0.27102893611448375,0.007533156736765245
ENT_0177,0,0.20452052826223072,0.043917870094585164,0.9264776328867517,0.5245672477617571,0.17434853523849192,0.8404858362467178
ENT_0178,0,0.14601934689731155,0.03982517544433823,0.9061870008580257,0.7084075739721747,0.3273259898656298,0.2965760660430491
ENT_0179,1,0.4212032015580179,0.6780889897848877,0.002151149780218242,0.0,0.9042352581510359,0.6411622060432031
ENT_0180,0,0.23626890342111204,0.06865499150378902,0.6266537728065787,0.9139029538583933,0.4113968931350459,0.3231980283578073
ENT_0181,0,0.3457791614472906,0.12838892238644192,0.664704779243247,0.7696325746460868,0.3179463281941493,0.5229447410391561
ENT_0182,0,0.2707603351400626,0.05274494022369736,0.7723756190686706,0.2975411936696971,0.30694005715395445,0.808317162239063
ENT_0183,1,0.8408270476686248,0.29756453131261723,0.36730351329034056,0.04849444663181113,0.8866215861091044,0.1812689576743719
ENT_0184,1,0.7596611283647913,0.19360969577967677,0.22992683111683898,0.6357369090567838,0.44674161890245667,0.6639186190254209
ENT_0185,0,0.16192459103972698,0.09068294754776111,0.7108814585051654,0.4604736189200932,0.09106305285200919,0.8983368355371911
ENT_0186,0,0.4298725018351312,0.01517817930425364,0.5358921030127031,0.5894215349949178,0.5090551362028964,0.901051708548984
ENT_0187,0,0.17647989652367535,0.0976943505920973,1.0,0.8808255151709554,0.2858547266309358,0.8941209370088473
ENT_0188,0,0.41562082520572957,0.0,0.885354221897219,0.49188087678744435,0.5461044647405204,0.5184634350954728
ENT_0189,0,0.22569388011191335,0.11801823108399058,0.9194014955008787,0.8245959880165784,0.2818456428783896,0.7677012532329965
ENT_0190,0,0.2502287936143504,0.11955474214510395,0.9442532077894062,0.41800007947727613,0.014681352214446997,0.4468577452934135
ENT_0191,0,0.35703651602299297,0.15129790455015885,0.7752904656861556,0.022477229970776058,0.23244091163887912,0.4601633871770425
ENT_0192,1,0.7910866630270769,0.09486106654598618,0.315889019854556,0.634197593610915,0.5761834873421843,0.28385427161657273
ENT_0193,1,0.5215241303739229,0.25388705078210755,0.043768731440260444,0.4321518576103406,0.7304771999115491,0.28522746881586514
ENT_0194,0,0.2111756946478461,0.11152416130265853,0.8269371333978706,0.700912855066893,0.4015255840144472,0.0378243219650638
ENT_0195,0,0.2444079551477787,0.10544741524984882,0.8881287935095992,0.3814074417389451,0.3260820726684106,0.5314716239068339
ENT_0196,0,0.28379575282321184,0.04006836957659077,0.9305826075800767,0.3973294767006273,0.24945056048212816,0.3087609144092144
ENT_0197,0,0.33913036868697555,0.0,0.8964396998633966,0.830087303947228,0.16275154464719438,0.18768643295974108
ENT_0198,1,0.8694510029623248,0.815312231576214,0.001002780478924492,0.1055558019006681,1.0,0.12171281877621498
ENT_0199,1,0.749756742455493,0.5978192696315001,0.606769021007259,0.31129684179890926,0.16791240225032078,0.3469988299574538
ENT_0200,0,0.4138359732270941,0.05499980368526132,0.9166460656963914,0.6441853324228328,0.4287619063652591,0.8990105620065529
ENT_0201,0,0.28813096122647847,0.12153060151910665,0.916400428990209,0.9017011060024601,0.1989214479189229,0.5164015754536818
ENT_0202,0,0.2811652856004778,0.08108735642561167,0.9752348898529193,0.7447376454105139,0.45104946843191485,0.556935973447102
ENT_0203,0,0.09810891749099321,0.01737358069494337,0.8826645474964758,0.5050709605229684,0.3853596110734173,0.05432788012310674
ENT_0204,1,0.4942821141314828,0.5148949345449286,0.6350404848175555,0.7785031856948178,0.8667157146777842,0.5198463415299011
ENT_0205,0,0.2888375729230168,0.026885170076675066,0.733064994982333,0.717610752365557,0.3370057575834875,0.6676117409566431
ENT_0206,0,0.24051757687191277,0.20298394807167267,0.7128275733392148,0.4152063978731542,0.35546505944892104,0.1507152198594892
ENT_0207,0,0.1985217325085258,0.11947217202997198,0.9170946011527242,0.36352461247624684,0.14033357981802563,0.983553795981712
ENT_0208,0,0.27435302041863446,0.09276395043208392,0.7138722397975438,0.8631498373748134,0.09620435589139736,0.9151144877879656
ENT_0209,0,0.24395962708030916,0.0742502869740431,0.7968948495324707,0.7744811493516293,0.37107285681057545,0.9931022618236406
ENT_0210,0,0.36277802506338985,0.07096368633596155,1.0,0.6771371853360996,0.2318586018082513,0.3603169804885008
ENT_0211,0,0.2586110868258978,0.14169313250128807,0.9830855438517634,0.35232058781255005,0.5268152565800457,0.8222991561214585
ENT_0212,0,0.17530767149298324,0.05880354623816175,0.8452683246195776,0.9578532121534165,0.5581599417502985,0.3287357165715541
ENT_0213,0,0.3490166238959289,0.11217935386754796,0.7555790630249435,0.8057736629431699,0.3707983933652297,0.7491295736618664
ENT_0214,0,0.22828689250537976,0.06591193581875363,0.7814931634484743,0.5392428797875212,0.44276101601566775,0.9478297826450094
ENT_0215,0,0.30265366836723073,0.18034116492508645,0.9301490211583423,0.4969439883678268,0.14642198301549966,0.15502061629319708
ENT_0216,0,0.20225892938071996,0.12044775871224853,0.7945251083830752,0.6156979482617869,0.10021549709121075,0.140319872271352
ENT_0217,0,0.18501731145025635,0.14561117406751461,0.7162576410484605,0.5043162666922698,0.2787878531911053,0.10440449375645144
ENT_0218,0,0.2584168230185696,0.0541128445989214,0.9823662134611961,1.0,0.10701591176114711,0.7983507642811442
ENT_0219,0,0.25128286435436853,0.13624013896170442,0.8272400208693922,0.522894325059027,0.3461456563144153,0.6666336051002972
ENT_0220,0,0.2979827035366833,0.06770446206359879,0.713411626851238,0.38642342569195454,0.18244854440318614,0.5223151586336727
ENT_0221,0,0.22313542466902575,0.08883507452997579,0.8718410283398947,0.9176831716666156,0.328568371049488,0.7739126539637214
ENT_0222,0,0.06636402162296026,0.16508571686430623,0.9456827619788762,0.4861876333425787,0.27403471227715015,0.8499231777848663
ENT_0223,0,0.20672261164116112,0.031194580495512374,0.648849040281836,0.7572860216233458,0.3956028558290448,0.9495284295795903
ENT_0224,0,0.3293818467143816,0.09349571989860335,0.7699319129970599,0.7350775212172141,0.3489508170593139,0.2012510496157084
